"","ArchPolyID","SSN","Area_SSN_Coverage"
"273",1997,176,447.744589
"274",2007,178,0.088103848
"275",2002,178,60.29665575
"276",1993,179,406.7763341
"277",1992,180,53.43106289
"278",1991,180,75.17473184
"279",1988,181,82.63160686
"280",1987,181,68.52100016
"281",1990,181,84.98160182
"282",1989,181,74.48962851
"283",1986,182,734.8908684
"284",1984,183,193.5210368
"285",1985,184,109.1349162
"286",1983,185,93.17109479
"287",2020,186,100.8061914
"288",2001,187,110.1171704
"289",2000,187,112.7342675
"290",1960,188,155.9549277
"291",1959,188,110.0206379
"292",1958,188,169.1136905
"293",1957,188,145.4979792
"294",1998,189,131.8404226
"295",1999,189,109.1084177
"296",1979,190,106.9094305
"297",1980,190,132.5536627
"298",1981,191,819.5425802
"299",1974,192,0.413592782
"300",1978,192,614.6949474
"301",1978,193,3.897274493
"302",1982,193,437.5908609
"303",1981,193,39.31213493
"304",1961,195,646.7515457
"305",1973,196,364.7163546
"306",1974,197,210.7150903
"307",1972,198,0.661753189
"308",1973,198,9.696837623
"309",1975,198,318.1476304
"310",1974,198,6.22438905
"311",1972,199,558.2277465
"312",1973,199,558.2277465
"313",1969,200,415.6712187
"314",1967,201,17.47575751
"315",1968,201,533.6324911
"316",1969,201,533.6324911
"317",2018,202,2.205068496
"318",1967,202,691.8512905
"319",2018,203,428.009161
"320",2691,204,1.457213296
"321",2018,204,9.527182453
"322",1966,204,52.31882271
"323",2690,205,66.71494293
"324",2689,205,50.80080108
"325",2017,205,822.9317779
"326",2689,206,20.96627833
"327",1965,206,239.1269918
"328",1963,207,70.99162353
"329",1965,208,0.876045711
"330",1964,208,75.8784073
"331",2085,209,16.00041586
"332",2086,209,28.52208925
"333",2086,209,2.414057227
"334",1962,209,43.44058851
"335",1971,210,55.75490557
"336",1970,211,55.24249104
"337",1977,211,76.88981811
"338",1976,211,56.10976884
"339",2019,212,254.506611
"340",2706,213,94.80165157
"341",2707,216,50.9510395
"342",2777,217,24.52044208
"343",2772,218,3208.662387
"344",2775,219,3808.114514
"345",2777,220,47.05634815
"346",2776,220,1340.033536
"347",2776,221,0.865819729
"348",2777,221,1150.635377
"349",2779,222,8.245866329
"350",2763,222,83.79949325
"351",2764,222,98.03295331
"352",2779,223,781.8915356
"353",2762,224,69.02816296
"354",2781,225,2098.251927
"355",2783,226,1345.825963
"356",2782,227,862.9006538
"357",2780,228,830.9784794
"358",2778,229,1044.522687
"359",2699,230,101.5741647
"360",2701,231,79.20413646
"361",2724,232,0.299344914
"362",2705,232,42.51386132
"363",2724,233,527.0588265
"364",2725,234,373.4712459
"365",2704,235,94.72444469
"366",2744,236,7.209231629
"367",2743,236,892.273165
"368",2703,237,62.73408405
"369",2719,237,0.002618506
"370",2702,237,60.79787814
"371",2718,238,55.48592137
"372",2719,238,396.8372994
"373",2719,239,29.8243661
"374",2720,239,1.804682371
"375",2700,240,72.01894688
"376",2720,241,260.6704557
"377",2698,242,111.1484072
"378",2722,244,1.606243484
"379",2710,244,75.05866976
"380",2697,244,76.02680257
"381",2694,245,62.50297473
"382",2696,245,71.17993387
"383",2695,245,56.1682272
"384",2690,245,86.35290261
"385",2691,245,1.922786269
"386",2691,246,832.9245028
"387",2690,247,1536.906458
"388",2689,248,1122.471689
"389",2688,249,0.417585596
"390",2086,249,632.1367753
"391",2687,250,0.333032927
"392",2689,250,14.7889659
"393",2086,250,3.797548003
"394",2688,250,583.5195811
"395",2687,251,259.8207122
"396",2086,251,29.88543175
"397",2086,251,64.2793291
"398",2687,252,2.705029444
"399",2692,253,112.3063611
"400",2693,254,93.48389216
"401",2711,255,75.22467504
"402",2721,256,335.3639438
"403",2722,256,0.246437872
"404",2722,257,482.0717133
"405",2717,258,334.1649418
"406",2716,259,375.9396974
"407",2723,260,487.0855297
"408",2717,260,4.893842651
"409",2715,261,388.8153886
"410",2713,262,0.000114366
"411",2715,262,0.02481957
"412",2714,262,526.5317657
"413",2712,263,57.14030529
"414",2713,263,71.49010832
"415",2714,263,0.08578736
"416",2723,263,193.3035954
"417",2718,263,11.77785944
"418",2717,264,15.24647303
"419",2718,264,207.2883336
"420",2739,265,0.820990627
"421",2728,265,41.96345491
"422",2743,266,0.412299437
"423",2723,266,0.176651439
"424",2744,267,1386.72333
"425",2743,267,7.806427527
"426",2745,268,878.3163789
"427",2729,270,55.29600626
"428",2746,271,392.8944964
"429",2748,272,46.86354039
"430",2747,272,48.45989794
"431",2744,272,3.520496726
"432",2750,273,38.11146142
"433",2751,273,39.89718856
"434",2746,273,0.503505528
"435",2752,274,62.05063233
"436",2753,275,31.53571376
"437",2770,276,0.967795537
"438",2760,276,66.72388867
"439",2759,276,79.68172809
"440",2758,276,64.83680722
"441",2770,277,867.8754945
"442",2771,278,771.7189966
"443",2757,279,48.62139932
"444",2756,279,50.33775322
"445",2754,279,56.88999957
"446",2774,280,1521.263183
"447",2773,280,83.5141316
"448",2773,281,867.1937704
"449",2773,282,2.858434771
"450",2708,282,57.00310906
"451",2709,283,76.7775657
"452",2749,284,72.87534334
"453",2771,285,22.63711822
"454",2755,285,42.63102211
"455",2733,287,69.57752289
"456",2742,288,2631.056142
"457",2737,289,55.84266722
"458",2736,289,43.9449341
"459",2740,289,2.05472855
"460",2738,290,62.35899911
"461",2740,291,637.9088429
"462",2739,291,851.1497996
"463",2731,292,47.8775962
"464",2804,293,64.83228203
"465",2803,293,57.2069163
"466",2730,293,69.60667994
"467",2802,293,52.62331568
"468",2727,294,55.0537615
"469",2732,295,114.0048803
"470",2741,296,183.8113314
"471",2726,297,111.2267228
"472",2765,298,179.2964454
"473",2766,299,867.0101863
"474",2734,300,27.27422837
"475",2735,300,55.64438677
"476",3304,300,61.40317058
"477",2768,301,44.22768971
"478",2767,301,586.9427936
"479",2770,301,0.189378171
"480",2768,302,2161.907771
"481",3305,303,30.6718825
"482",2769,303,565.3153412
"483",2768,303,6.710974531
"484",2769,304,5.372214529
"485",2761,304,51.87035499
"486",2768,304,27.75651759
"487",3304,305,2471.92619
"488",3305,306,1689.512217
"489",3286,307,71.11279756
"490",3285,308,30.94804863
"491",3310,309,1637.940777
"492",3311,310,1540.541698
"493",3313,311,2215.670982
"494",3311,311,153.0775075
"495",3318,311,28.05455112
"496",3318,313,1125.621674
"497",3314,314,659.3647322
"498",3313,314,165.8100252
"499",3312,315,1784.649408
"500",3318,316,403.5006856
"501",3315,317,1508.397276
"502",3309,318,2375.518432
"503",3310,318,28.64925889
"504",3308,319,2061.066593
"505",3313,319,3.124625138
"506",3319,320,1079.571013
"507",3315,321,1004.313893
"508",3284,322,26.92801977
"509",3303,323,1978.280965
"510",3314,324,42.71220413
"511",3316,324,880.2842004
"512",3312,324,0.03153728
"513",3302,325,929.1932263
"514",3317,326,1323.672895
"515",3302,327,33.16576306
"516",3302,327,0.001851906
"517",3278,327,1162.586923
"518",3302,328,2.742188691
"519",3302,328,34.55101806
"520",3314,328,17.29036315
"521",3316,328,228.128781
"522",3307,329,3561.654336
"523",3291,330,58.27790763
"524",3293,331,34.9822509
"525",3292,331,41.69924102
"526",3322,332,2661.073745
"527",3295,333,41.52761953
"528",3294,333,34.00138015
"529",3322,335,1.841624902
"530",3289,336,26.44539326
"531",3306,337,2475.992816
"532",3288,338,45.1018294
"533",3287,338,21.6708784
"534",3296,339,38.40195129
"535",3321,340,3229.59494
"536",3320,341,1987.865651
"537",3297,342,50.30395067
"538",3301,343,46.30505353
"539",3299,343,55.2983394
"540",3300,343,48.29665179
"541",3303,344,40.07627314
"542",3283,344,72.45634437
"543",3282,345,30.32667662
"544",3281,345,33.63301789
"545",3303,346,0.19236492
"546",3280,346,94.83162183
"547",3278,347,6.905163688
"548",3279,347,38.05106032
"549",3298,352,24.40049722
"550",872,354,1605.54596
"551",873,355,54.83077316
"552",871,356,2146.164474
"553",870,357,115.5166093
"554",869,357,113.470471
"555",874,358,93.96052129
"556",1394,360,167.7821677
"557",1410,361,131.0579271
"558",1411,362,87.01582685
"559",1393,363,96.49173346
"560",1392,363,99.18955755
"561",1396,364,250.9985893
"562",1409,365,100.131957
"563",1408,365,112.5982353
"564",1414,366,101.0916098
"565",1413,366,152.633009
"566",1407,367,126.1711778
"567",1406,368,156.5615445
"568",1405,369,2.608474376
"569",1404,369,57.71619873
"570",1395,370,120.1374861
"571",1403,371,119.3188346
"572",1401,372,1112.792234
"573",1412,373,126.0166835
"574",1397,374,189.207149
"575",1925,375,100.8877623
"576",1399,375,151.5715009
"577",1405,376,203.2855408
"578",1400,377,649.1806615
"579",1402,378,221.4695914
"580",1398,379,85.3846594
"581",1391,380,109.1691741
"582",1390,380,83.36259309
"583",1389,381,110.8788182
"584",1931,383,2760.544257
"585",1924,384,1493.416289
"586",1930,385,116.7492121
"587",1929,386,109.863745
"588",1928,387,196.8035691
"589",1927,388,2818.361951
"590",1951,389,2091.150606
"591",1948,390,109.1845993
"592",1932,392,1216.144483
"593",1933,393,1210.177587
"594",1935,394,93.5215845
"595",1934,394,67.05361167
"596",1936,395,171.3058613
"597",1944,396,87.38637427
"598",1940,397,141.915448
"599",1950,398,97.20096268
"600",1947,399,121.0772508
"601",1945,400,2767.792972
"602",1949,401,123.8644689
"603",1946,402,69.39564151
"604",1954,403,104.8085035
"605",1953,404,109.4067461
"606",1952,404,160.7656993
"607",1956,405,1696.336931
"608",1955,406,152.4836958
"609",1941,407,130.4733581
"610",1943,408,152.4693858
"611",1942,409,97.52504559
"612",1917,409,133.928906
"613",1918,409,114.014217
"614",1916,410,75.13262219
"615",1919,410,73.01232954
"616",1920,411,88.5015914
"617",1921,411,126.7246989
"618",1939,412,130.5378635
"619",1938,412,224.3604197
"620",1937,412,145.2561953
"621",1926,413,84.4718241
"622",1922,414,1289.613955
"623",1923,415,1371.425974
"624",2676,419,41.33554078
"625",2684,420,1758.637861
"626",2685,420,3.806563224
"627",2686,421,45.08631878
"628",2671,422,84.91565653
"629",2669,423,56.95956623
"630",2782,424,66.72834035
"631",2780,424,12.36897169
"632",2670,425,53.12092649
"633",2681,426,3370.013064
"634",2683,427,4.619821952
"635",2682,427,805.7955714
"636",2683,428,2725.711008
"637",2777,429,184.7460121
"638",2675,430,40.50211705
"639",2674,431,48.09745549
"640",2673,431,45.9594599
"641",2672,432,54.81664723
"642",2680,433,6322.77545
"643",2679,433,124.8624421
"644",2668,434,35.12068107
"645",2667,434,52.62010648
"646",2666,435,44.15732284
"647",2665,435,49.41922204
"648",2664,435,59.61428973
"649",2678,436,4018.95399
"650",2679,437,5507.394494
"651",2677,438,1974.442771
"652",2663,439,63.24253695
"653",2662,440,182.6233501
"654",2661,441,43.43772277
"655",2685,442,2151.141711
"656",2677,444,5.214541276
"657",3274,446,1709.434082
"658",3273,447,1832.279055
"659",3272,448,2110.460808
"660",3261,449,42.15991078
"661",3272,449,2.827216512
"662",3273,449,0.451194609
"663",3272,450,45.4148144
"664",3271,450,3651.022568
"665",3275,451,6336.454032
"666",3249,452,34.28739942
"667",3248,452,37.07394453
"668",3276,453,3905.047592
"669",3253,455,53.46689145
"670",3254,456,31.21778133
"671",3250,457,43.1421472
"672",3251,458,46.88582774
"673",3252,458,31.59607782
"674",3290,458,37.6358781
"675",3262,459,4883.587929
"676",3256,460,44.06708031
"677",3255,460,40.27388585
"678",3263,461,894.8296083
"679",3247,462,2223.759672
"680",3270,463,4165.687627
"681",3264,464,1367.432395
"682",3268,465,1600.931908
"683",3265,465,37.90434669
"684",3269,466,1293.250844
"685",3260,467,26.21111896
"686",3259,467,37.57413794
"687",3265,467,53.0797442
"688",3267,468,1959.928681
"689",3266,468,5.201967989
"690",3267,469,35.81869328
"691",3266,469,952.5988273
"692",3257,470,34.46304383
"693",3266,471,62.71290828
"694",2683,471,19.03308332
"695",3265,471,7649.569105
"696",2685,471,2.984402831
"697",3277,472,1575.025952
"698",3258,474,36.75324365
"699",3273,475,0.035616162
"700",3271,476,3.2754939
"701",3273,477,112.5099017
"702",169,481,227.2269177
"703",168,482,133.9987088
"704",167,483,173.2673457
"705",170,484,168.5851537
"706",172,485,155.7147383
"707",171,488,97.8169463
"708",507,489,5455.380984
"709",510,489,5455.380984
"710",509,490,1389.984182
"711",510,490,1389.984182
"712",508,491,1107.488693
"713",510,491,1107.488693
"714",510,492,685.0665818
"715",498,493,117.1969202
"716",499,494,74.98066681
"717",506,495,353.5274853
"718",492,496,63.84278092
"719",495,497,64.90951356
"720",493,498,1096.311002
"721",493,499,69.20470141
"722",494,499,739.6755769
"723",497,500,451.8895783
"724",491,501,419.6290558
"725",502,502,77.6933476
"726",500,502,77.30367792
"727",503,502,67.51698114
"728",501,502,96.96138896
"729",490,502,31.52150305
"730",865,504,2.828364901
"731",500,506,24.91819302
"732",505,507,94.59869575
"733",504,508,107.103738
"734",490,509,61.43363236
"735",464,511,0.84521799
"736",510,511,1.334284943
"737",496,513,68.84296134
"738",367,514,5.342588241
"739",367,515,5.342588241
"740",848,518,122.6953435
"741",849,520,67.79899608
"742",845,521,1103.588611
"743",847,521,79.81915459
"744",844,522,60.19476858
"745",851,523,3350.470148
"746",846,524,2777.863606
"747",847,524,2777.863606
"748",851,524,667.7631871
"749",839,525,108.7508359
"750",842,526,167.4859001
"751",859,526,0.265580905
"752",835,527,3185.559718
"753",862,528,975.4419061
"754",863,529,762.811004
"755",833,530,137.9783662
"756",836,532,2770.018293
"757",837,533,1649.052042
"758",836,533,1.069640544
"759",838,534,1431.48315
"760",850,535,1036.720902
"761",859,536,1156.837539
"762",860,536,4.445495596
"763",843,537,2195.634299
"764",857,538,110.2102884
"765",858,539,1222.457868
"766",859,540,6.066472582
"767",860,540,3812.22088
"768",865,541,2185.509664
"769",866,542,794.2668109
"770",492,542,25.79129103
"771",854,543,134.0849592
"772",855,543,152.9304557
"773",853,544,1562.844138
"774",852,545,125.8667009
"775",840,546,1247.981092
"776",841,547,47.3214505
"777",861,548,1134.005604
"778",834,549,60.06029053
"779",832,550,1100.960652
"780",856,552,55.36696726
"781",868,553,1406.902717
"782",867,554,1338.669958
"783",864,555,39.41829531
"784",1375,561,148.1112276
"785",1373,562,70.15311525
"786",1374,562,95.48363588
"787",1379,563,79.51107989
"788",1378,563,95.7550052
"789",1377,564,57.56617564
"790",1380,565,1258.066245
"791",1372,566,740.5562942
"792",1384,567,119.8171144
"793",1368,568,1244.871983
"794",1376,569,2094.923294
"795",1386,570,727.0627651
"796",1388,571,1318.298216
"797",1387,572,822.1288162
"798",1385,573,83.6240266
"799",1382,574,1592.693346
"800",1383,574,1609.548806
"801",1381,575,126.6579935
"802",1370,576,124.7738126
"803",1369,577,98.55742332
"804",1371,578,121.7330081
"805",1900,581,2602.489539
"806",1912,582,2231.588785
"807",1915,583,54.37421573
"808",1909,584,112.5472931
"809",1910,584,38.69979172
"810",1911,584,173.4566438
"811",1910,585,1015.99802
"812",1907,587,263.2230072
"813",1914,587,226.5359386
"814",1907,588,1414.297598
"815",1906,589,2646.624128
"816",1900,590,0.014671083
"817",1913,591,7.249977387
"818",1912,591,3.034005195
"819",1905,591,56.95869888
"820",1903,593,190.9826611
"821",1902,593,243.5312071
"822",1901,594,174.8426263
"823",1904,596,66.29465854
"824",2634,601,65.58070278
"825",2633,602,47.61120542
"826",2632,603,67.14056025
"827",2631,603,53.71395386
"828",2660,604,1893.458567
"829",2659,605,1039.890261
"830",2636,606,46.51476685
"831",2638,607,51.846482
"832",2639,608,48.85113734
"833",2640,608,44.92053102
"834",2641,609,53.49463805
"835",2642,609,40.47986281
"836",2646,610,70.17342542
"837",2635,611,49.75665679
"838",2643,612,49.6760109
"839",2644,612,36.27031729
"840",2630,613,58.78823942
"841",2629,613,44.07763744
"842",2656,614,4542.848671
"843",2616,615,55.08753737
"844",2619,616,68.94685948
"845",2617,616,72.43728856
"846",2618,616,49.42466773
"847",2628,617,52.7123872
"848",2657,617,129.0485708
"849",2657,618,2906.80761
"850",2658,619,2203.190205
"851",2620,620,69.82342427
"852",2622,620,42.56679312
"853",2621,620,36.801149
"854",2627,621,119.9161361
"855",2623,622,49.35948736
"856",2624,622,39.10399334
"857",2655,623,1835.93228
"858",1908,624,54.64336544
"859",2626,625,61.49905442
"860",2625,625,67.94767705
"861",2587,626,3.934686066
"862",2653,626,3084.993662
"863",2652,627,7701.118742
"864",2654,628,3356.408721
"865",2652,629,2.70660101
"866",2651,629,2824.495729
"867",2652,629,9.998535441
"868",2645,630,159.0059812
"869",2648,631,48.92682507
"870",2647,632,60.67723279
"871",2649,632,49.70075041
"872",2650,633,1216.200628
"873",3212,640,3170.059874
"874",3237,641,28.47556408
"875",3236,641,679.2453359
"876",3216,641,67.73336851
"877",3215,642,0.827989142
"878",3216,642,3208.637941
"879",3218,643,139.5417111
"880",3217,643,3821.882124
"881",3218,644,3312.47636
"882",3226,645,39.73255985
"883",3225,645,16.37697697
"884",3223,645,3381.127755
"885",3227,646,2079.746733
"886",3228,646,1870.327684
"887",3226,646,1489.287891
"888",3225,646,1682.814617
"889",3227,647,2079.746733
"890",3228,647,1870.327684
"891",3226,647,1489.287891
"892",3225,647,1682.814617
"893",3227,648,90.75803527
"894",3224,648,680.0303961
"895",3225,648,83.85071117
"896",3227,649,2079.746733
"897",3228,649,1870.327684
"898",3226,649,1489.287891
"899",3225,649,1682.814617
"900",3227,650,2079.746733
"901",3228,650,1870.327684
"902",3226,650,1489.287891
"903",3225,650,1682.814617
"904",3233,651,59.66592874
"905",3232,651,761.1459744
"906",3233,652,58.83210901
"907",3228,652,76.64413498
"908",3226,652,8.878115188
"909",3228,653,193.5796208
"910",3233,653,1594.429674
"911",3232,654,0.846258076
"912",3226,654,58.64507751
"913",3231,654,1334.520056
"914",3187,655,79.42976702
"915",3241,655,2041.682822
"916",3240,655,2330.382119
"917",3187,656,79.42976702
"918",3241,656,2041.682822
"919",3240,656,2330.382119
"920",3242,657,2769.241135
"921",3243,657,2927.969552
"922",3242,658,2769.241135
"923",3243,658,2927.969552
"924",3239,659,24.65662649
"925",3238,660,9.376715367
"926",3236,660,9.886518347
"927",3246,660,637.6767524
"928",3245,660,817.5732314
"929",3244,660,476.3721972
"930",3238,661,9.376715367
"931",3236,661,9.886518347
"932",3246,661,637.6767524
"933",3245,661,817.5732314
"934",3244,661,476.3721972
"935",3238,662,9.376715367
"936",3236,662,9.886518347
"937",3246,662,637.6767524
"938",3245,662,817.5732314
"939",3244,662,476.3721972
"940",3235,663,0.018169198
"941",3232,663,23.53669286
"942",2637,664,129.7374488
"943",3220,665,44.7230343
"944",3219,665,47.01381777
"945",3227,666,79.08873024
"946",3225,667,70.49872649
"947",3229,667,94.05084654
"948",3213,668,3915.180642
"949",3215,669,920.0192457
"950",3214,670,3108.284364
"951",3237,672,344.0967918
"952",3238,674,2228.21676
"953",3234,675,43.02768963
"954",3181,675,93.66113548
"955",3181,675,8.890437893
"956",3230,675,50.99037159
"957",3222,676,1682.871301
"958",3222,677,2.079313385
"959",3221,677,994.5785098
"960",3235,678,297.6926499
"961",3243,682,86.99560608
"962",3242,682,100.1929116
"963",164,688,325.1253734
"964",132,690,16.85309526
"965",136,690,3537.778742
"966",164,691,2.249242714
"967",153,691,1159.412014
"968",163,691,1.313755196
"969",146,692,2938.438073
"970",139,693,1791.262531
"971",141,694,1871.14667
"972",147,695,1867.974267
"973",138,697,1365.637506
"974",127,698,95.816633
"975",145,699,54.41190399
"976",162,701,882.4129348
"977",129,702,68.41308487
"978",128,702,36.25291642
"979",159,703,37.7341749
"980",160,703,27.71009151
"981",161,703,28.46809464
"982",157,704,1.951979961
"983",158,704,477.9229036
"984",156,705,368.9710239
"985",158,705,21.84303022
"986",157,706,0.010159873
"987",157,706,595.8258116
"988",157,707,0.333187986
"989",154,708,902.3418037
"990",150,709,1163.520541
"991",151,710,1559.988385
"992",148,711,2753.898635
"993",144,711,6.012112
"994",144,712,843.0359145
"995",141,712,142.8131381
"996",152,713,902.9278739
"997",149,715,596.3030785
"998",165,716,20.92083426
"999",130,716,27.01982499
"1000",131,716,2421.598502
"1001",130,717,953.5047407
"1002",165,718,411.8653933
"1003",132,720,2929.915551
"1004",133,721,44.61939772
"1005",146,723,105.5620979
"1006",147,723,16.0141926
"1007",134,724,871.0821274
